English,Polish
onboard,na pokładzie
amigo,Amigo
courtyard,dziedziniec
royalty,rodzina królewska
spontaneous,spontaniczny
ca,ca
restroom,ubikacja
peep,ćwierkanie
negotiating,negocjowanie
ache,boleć
swat,pacnięcie
emerge,pojawić się
gambler,hazardzista
references,Bibliografia
bonjour,Bonjour
darkest,najciemniejszy
insecure,niepewny
attendant,obsługujący
sympathetic,współczujący
lila,Lila
heroine,bohaterka
choked,Dławiony
unidentified,niezidentyfikowany
plumbing,instalacja wodociągowa
darker,ciemniejsze
ariel,Ariel
crude,surowy
dictionary,słownik
sparks,iskry
auditions,przesłuchania
demo,próbny
ta-da,ta-da
oppose,sprzeciwiać się
fingernails,paznokcie
mineral,minerał
collateral,zabezpieczenie
istanbul,Stambuł
venom,jad
tempting,kuszący
relay,przekaźnik
bamboo,bambus
particle,cząstka
ying,Ying
torres,Torres
broadcasting,nadawanie
banking,Bankowość
reminding,przypominanie
cassidy,Cassidy
axl,axl
ferguson,Ferguson
estimated,szacowany
hebrew,hebrajski
electronics,elektronika
octopus,ośmiornica
meaningful,znaczący
stranded,na mieliźnie
daytime,dzień
dowry,posag
starved,zagłodzony
ex-girlfriend,była dziewczyna
collision,kolizja
admitting,Przyznaje się
comeback,Wróć
hungarian,język węgierski
faculty,Wydział
operative,operacyjny
liza,Liza
tenants,najemcy
revealing,odkrywczy
ko,Ko
ounce,uncja
mediterranean,śródziemnomorski
gadget,urządzenie
paramedics,Sanitariusze
console,konsola
cyril,Cyril
drawers,szuflady
caravan,karawana
spinal,rdzeniowy
bummer,porażka
crippled,kaleki
bled,Bled
defy,przeciwstawiać się
luna,Luna
herbs,zioła
hwang,Hwang
queue,kolejka
blinded,oślepiony
studios,Studia
9th,9
goddammit,niech to szlag
recess,wgłębienie
countdown,odliczanie
maddy,Maddy
dracula,Dracula
alarms,alarmy
gaining,zdobywanie
quarterback,rozgrywający
maxine,Maxine
eminence,eminencja
willingly,chętnie
investigators,śledczy
speculation,spekulacja
tο,Do
clearer,wyraźniejszy
gino,Gino
cheeky,bezczelny
powerless,bezsilny
lapd,LAPD
cruelty,okrucieństwo
external,zewnętrzny
arjun,Arjun
quarantine,kwarantanna
shush,Shush
allegations,zarzuty
tito,Tito
sands,piaski
spelling,pisownia
che,Che
headline,nagłówek
taliban,Taliban
tablet,tablet
founder,założyciel
gandhi,Gandhi
squash,zdusić
josie,Josie
jets,Jets
saloon,salon
tuition,czesne
tame,oswojony
occasional,okolicznościowy
apologized,przeprosił
clinical,kliniczny
serpent,wąż
criticism,krytyka
sawyer,tracz
fading,zblakły
viktor,Viktor
prop,rekwizyt
shoved,popchnięty
mend,zaszyć
lonesome,samotny
separately,osobno
reg,Reg
evie,Evie
waitin,Czekaj
n,N
legion,legion
tsk,TSK
arabs,Arabowie
accompanied,towarzyszy
tread,nadepnąć
findings,Wyniki
toronto,Toronto
exploit,wykorzystać
proposing,proponowanie
shi,Shi
scorpion,Skorpion
of-,z-
zoey,Zoey
curb,krawężnik
opium,opium
athletic,atletyczny
bombed,zbombardowane
jumper,sweter
weaker,słabszy
suing,pozew
bianca,Bianca
seminar,seminarium
confirms,potwierdza
commence,rozpocząć
plains,Równiny
debra,Debra
readers,czytelnicy
neglected,zaniedbany
tavern,tawerna
worthwhile,wart
morale,morale
cleaners,sprzątacze
caviar,kawior
